title,released,rating_x,ratings_count_x,metacritic_score,genres,platforms,developer,publisher,rating_y,user score,ratings_count_y
A KING'S TALE: FINAL FANTASY XV,2016-11-29,EVERYONE 10+,167.0,,,,,,,,
A KINGDOM FOR KEFLINGS,2008-11-19,,,,STRATEGY,XBOX 360,NINJABEE,NINJABEE,RATED E FOR EVERYONE,6.8,30.0
A KINGDOM FOR KEFLINGS,,EVERYONE,7.0,,,,,,,,
A KISS FOR THE PETALS - REMEMBERING HOW WE MET,2015-09-24,ADULTS ONLY,16.0,,,,,,,,
A KNIGHT'S QUEST,2019-10-10,,,,OPEN-WORLD ACTION,XBOX ONE,SKY9,CURVE DIGITAL,RATED T FOR TEEN,4.9,17.0
A LAND FIT FOR HEROES,2016-05-03,MATURE,6.0,,,,,,,,
A LENDA DO HERÓI,2016-03-24,,12.0,,,,,,,,
A LITTLE GOLF JOURNEY,2021-10-14,,,,GOLF,NINTENDO SWITCH,OKIDOKICO,PLAYTONIC FRIENDS,RATED E FOR EVERYONE,7.8,0.0
A LITTLE TO THE LEFT,2022-11-08,,47.0,74.0,,,,,,,
A LITTLE TO THE LEFT,2022-11-08,,,,PUZZLE,PC,MAX INFERNO,SECRET MODE,,6.5,11.0
A MAGICAL HIGH SCHOOL GIRL / 魔法の女子高生,2016-11-22,,2.0,,,,,,,,
A MEMOIR BLUE,2022-03-24,TEEN,72.0,,,,,,,,
A MEMOIR BLUE,2022-03-24,,,,ADVENTURE,IOS (IPHONE/IPAD),CLOISTERS,ANNAPURNA INTERACTIVE,RATED E FOR EVERYONE,5.7,12.0
A MONSTER'S EXPEDITION,2020-09-10,,26.0,92.0,,,,,,,
A MORTICIAN'S TALE,2017-10-18,,22.0,,,,,,,,
A MUSEUM OF DUBIOUS SPLENDORS,2017-12-11,,3.0,,,,,,,,
A MUSICAL STORY,2022-03-03,,,,RHYTHM,XBOX ONE,GLEE-CHEESE STUDIO,DIGERATI DISTRIBUTION,RATED M FOR MATURE,0.0,0.0
A NEW BEGINNING,2012-12-11,,,,POINT-AND-CLICK,IOS (IPHONE/IPAD),DAEDALIC ENTERTAINMENT,DAEDALIC ENTERTAINMENT,,6.9,94.0
A NEW BEGINNING - FINAL CUT,2012-12-11,,126.0,72.0,,,,,,,
A NORMAL LOST PHONE,2017-01-25,,68.0,71.0,,,,,,,
A NORMAL LOST PHONE,2018-03-01,,,,SIMULATION,PC,PLUG IN DIGITAL,PLUG IN DIGITAL,RATED M FOR MATURE,7.1,15.0
A PIXEL STORY,2015-03-30,,,,2D PLATFORMER,PC,LAMPLIGHT STUDIOS,CHANNEL 4,,5.8,6.0
A PLAGUE TALE INNOCENCE,2019-05-14,,,,LINEAR ACTION ADVENTURE,PLAYSTATION 4,ASOBO STUDIO,FOCUS HOME INTERACTIVE,RATED M FOR MATURE,8.4,1586.0
A PLAGUE TALE REQUIEM,2022-10-18,,,,LINEAR ACTION ADVENTURE,XBOX SERIES X,ASOBO STUDIO,FOCUS ENTERTAINMENT,RATED M FOR MATURE,8.2,826.0
A PLAGUE TALE: INNOCENCE,2019-05-13,MATURE,1420.0,82.0,,,,,,,
A PLAGUE TALE: REQUIEM,2022-10-17,MATURE,353.0,,,,,,,,
A QUIET WEEKEND IN CAPRI,2004-03-17,,,,THIRD-PERSON ADVENTURE,PC,SILVIO & GEY SAVARESE,GOT GAME ENTERTAINMENT,RATED E FOR EVERYONE,6.8,5.0
A RAVEN MONOLOGUE,2017-12-22,,32.0,,,,,,,,
A ROBOT NAMED FIGHT!,2017-09-07,,10.0,,,,,,,,
A ROBOT NAMED FIGHT!,2018-04-26,,,,METROIDVANIA,PC,MATT BITNER,HITCENTS,RATED T FOR TEEN,7.6,31.0
A ROSE IN THE TWILIGHT,2017-04-11,,,,2D PLATFORMER,PLAYSTATION VITA,NIPPON ICHI SOFTWARE,NIS AMERICA,RATED T FOR TEEN,8.4,17.0
A SHORT HIKE,2019-07-29,EVERYONE,424.0,84.0,,,,,,,
A SHORT HIKE,2020-08-18,,,,ADVENTURE,PC,ADAMGRYU,WHIPPOORWILL LIMITED,RATED E FOR EVERYONE,8.6,253.0
A SIRIUS GAME,2012-01-18,,5.0,,,,,,,,
A SPACE FOR THE UNBOUND,2023-01-19,,21.0,85.0,,,,,,,
A SPACE FOR THE UNBOUND,2023-01-19,,,,ADVENTURE,PC,MOJIKEN STUDIO,CHORUS WORLDWIDE,RATED T FOR TEEN,7.6,41.0
A SPACE FOR THE UNBOUND - PROLOGUE,2015-04-05,,6.0,,,,,,,,
A SPACE SHOOTER FOR 2 BUCKS,2010-12-21,,,,VERTICAL SHOOT-'EM-UP,IOS (IPHONE/IPAD),FRIMA STUDIO,FRIMA STUDIO,RATED T FOR TEEN,7.4,10.0
A STEP INTO DARKNESS,2017-08-01,,8.0,,,,,,,,
A STORY ABOUT MY UNCLE,2012-07-30,,,,3D PLATFORMER,PC,GONE NORTH GAMES,GONE NORTH GAMES,,7.0,186.0
A STORY ABOUT MY UNCLE,2014-05-27,EVERYONE 10+,628.0,73.0,,,,,,,
A TOTAL WAR SAGA THRONES OF BRITANNIA,2018-05-02,,,,REAL-TIME STRATEGY,PC,CREATIVE ASSEMBLY,SEGA EUROPE,,5.5,174.0
A TOTAL WAR SAGA TROY,2020-08-13,,,,REAL-TIME STRATEGY,PC,CREATIVE ASSEMBLY,SEGA,RATED T FOR TEEN,6.0,282.0
A TRIP TO YUGOSLAVIA: DIRECTOR'S CUT,2017-02-22,,9.0,,,,,,,,
A VALLEY WITHOUT WIND,2012-04-23,,41.0,54.0,,,,,,,
A VALLEY WITHOUT WIND,2012-04-24,,,,ACTION ADVENTURE,PC,"ARCEN GAMES, LLC","ARCEN GAMES, LLC",RATED T FOR TEEN,6.6,63.0
A VALLEY WITHOUT WIND 2,2013-02-18,,33.0,68.0,,,,,,,
A VAMPYRE STORY,2008-11-21,,28.0,75.0,,,,,,,
A VAMPYRE STORY,,,,,POINT-AND-CLICK,PC,AUTUMN MOON,CRIMSON COW,RATED T FOR TEEN,0.0,0.0
A VIRUS NAMED TOM,2012-08-01,EVERYONE 10+,70.0,65.0,,,,,,,
A VIRUS NAMED TOM,2012-08-01,,,,ACTION PUZZLE,PC,MISFITS ATTIC,MISFITS ATTIC,,6.2,62.0
A WAY OUT,2018-03-23,MATURE,1512.0,78.0,,,,,,,
A WAY OUT,2018-03-23,,,,LINEAR ACTION ADVENTURE,PC,HAZELIGHT,ELECTRONIC ARTS,RATED M FOR MATURE,7.9,1118.0
A WILD CATGIRL APPEARS!,2016-01-04,,4.0,,,,,,,,
A WITCH'S TALE,2009-10-13,,,,RPG,DS,HIT MAKER,NIS AMERICA,RATED E +10 FOR EVERYONE +10,7.0,8.0
A WIZARD'S LIZARD,2014-01-22,,14.0,,,,,,,,
A WORLD OF KEFLINGS,2010-12-22,EVERYONE 10+,34.0,,,,,,,,
A WORLD OF KEFLINGS,2010-12-22,,,,MANAGEMENT,XBOX 360,NINJABEE,NINJABEE,RATED E +10 FOR EVERYONE +10,6.9,36.0
A YEAR OF RAIN,2019-11-06,,6.0,,,,,,,,
A-TECH CYBERNETIC,2017-03-15,,8.0,,,,,,,,
A.D. 2044,1996-09-08,,57.0,,,,,,,,
A.I.M. RACING,2007-02-08,,10.0,,,,,,,,
A.I.M.2 CLAN WARS,2006-02-16,,19.0,,,,,,,,
A.R.E.S.,2013-09-04,EVERYONE 10+,4.0,,,,,,,,
A.R.E.S.: EXTINCTION AGENDA,2011-01-19,,40.0,68.0,,,,,,,
A.V.A GLOBAL,2022-08-23,,5.0,,,,,,,,
A.V.A. ALLIANCE OF VALIANT ARMS,2011-06-14,,24.0,,,,,,,,
AAAAAA!!! - A RECKLESS DISREGARD FOR GRAVITY,2009-09-03,,41.0,81.0,,,,,,,
AAAAAAAAAAAAAAAAAAAAAAAAA!!!,2012-03-01,,,,3D PLATFORMER,IOS (IPHONE/IPAD),DEJOBAAN GAMES,DEJOBAAN GAMES,,6.5,12.0
AAAAAAAAAAAAAAAAAAAAAAAAA!!! A RECKLESS DISREGARD FOR GRAVITY,2009-09-03,,,,3D PLATFORMER,PC,DEJOBAAN GAMES,DEJOBAAN GAMES,,6.0,57.0
AAAAAAAAAAAAAAAAAAAAAAAAA!!! FOR THE AWESOME,2011-11-23,,73.0,,,,,,,,
AAERO,2017-04-11,,44.0,,,,,,,,
AAERO,2017-04-11,,,,RAIL SHOOTER,PLAYSTATION 4,MAD FELLOWS LTD,MAD FELLOWS LTD,RATED E +10 FOR EVERYONE +10,7.2,18.0
AAERO COMPLETE EDITION,2018-12-24,,,,RAIL SHOOTER,NINTENDO SWITCH,MAD FELLOWS LTD,MAD FELLOWS LTD,RATED E +10 FOR EVERYONE +10,8.0,7.0
AARKLASH LEGACY,2013-09-12,,,,REAL-TIME TACTICS,PC,CYANIDE,CYANIDE,,7.7,112.0
AARKLASH: LEGACY,2013-09-11,,25.0,72.0,,,,,,,
AARU'S AWAKENING,2015-02-23,EVERYONE,80.0,,,,,,,,
AARU'S AWAKENING,2015-02-23,,,,2D PLATFORMER,PC,LUMENOX EHF,LUMENOX EHF,RATED E FOR EVERYONE,2.8,116.0
ABALONE,2013-03-21,EVERYONE 10+,8.0,,,,,,,,
ABANDON SHIP,2019-10-21,TEEN,10.0,,,,,,,,
ABANDONED,2018-12-28,,13.0,,,,,,,,
ABANDONED KNIGHT,2016-04-27,,8.0,,,,,,,,
ABBOT'S BOOK DEMO,2016-04-04,,6.0,,,,,,,,
ABC COLORING TOWN,2013-02-23,EVERYONE 10+,11.0,,,,,,,,
ABE VR,2016-06-23,,4.0,,,,,,,,
ABERMORE,2022-03-29,,,,ACTION ADVENTURE,PC,FOUR CIRCLE INTERACTIVE,FIRESHINE GAMES,,0.0,0.0
ABEROTH,2015-07-17,,14.0,,,,,,,,
ABOUT ELISE,2017-09-26,,3.0,,,,,,,,
"ABOUT LOVE, HATE AND THE OTHER ONES",2012-10-23,,21.0,,,,,,,,
ABOVE: THE FALLEN,2017-09-18,,1.0,,,,,,,,
ABRIX FOR KIDS,2016-08-12,,16.0,,,,,,,,
ABSCONDING ZATWOR,2015-07-06,,14.0,,,,,,,,
ABSENT,2015-08-31,,4.0,,,,,,,,
ABSOLOOT,2017-03-15,,12.0,,,,,,,,
ABSOLUTE DRIFT,2015-07-24,EVERYONE,117.0,66.0,,,,,,,
ABSOLUTE DRIFT,2020-12-03,,,,AUTO RACING,PC,FUNSELEKTOR LABS INC.,FUNSELEKTOR LABS INC.,RATED E FOR EVERYONE,5.0,6.0
ABSOLVER,2017-08-28,TEEN,404.0,69.0,,,,,,,
ABSOLVER,2017-08-29,,,,ACTION RPG,PC,SLOCLAP,DEVOLVER DIGITAL,,6.0,104.0
ABYSS,2014-05-01,,,,2D PLATFORMER,DS,ENJOYUP GAMES,ENJOYUP GAMES,RATED E FOR EVERYONE,6.5,12.0
ABYSS ATTACK,2013-08-08,,,,VERTICAL SHOOT-'EM-UP,IOS (IPHONE/IPAD),DEEP BYTE STUDIOS,CHILLINGO,,0.0,0.0
ABYSS ODYSSEY,2014-07-15,MATURE,68.0,69.0,,,,,,,
ABYSS ODYSSEY,2014-07-15,,,,LINEAR ACTION ADVENTURE,PLAYSTATION 3,ACE TEAM,ATLUS,RATED T FOR TEEN,7.4,81.0
ABYSS ODYSSEY EXTENDED DREAM EDITION,2015-07-28,,,,LINEAR ACTION ADVENTURE,PLAYSTATION 4,ACE TEAM,ATLUS,RATED T FOR TEEN,5.6,12.0
ABYSS RAIDERS: UNCHARTED,2015-04-30,,2.0,,,,,,,,
ABYSS: THE WRAITHS OF EDEN,2014-04-03,TEEN,41.0,,,,,,,,
ABZU,2016-08-02,EVERYONE,1065.0,83.0,,,,,,,
ABZU,2016-08-02,,,,THIRD-PERSON ADVENTURE,PLAYSTATION 4,GIANT SQUID,505 GAMES,RATED E FOR EVERYONE,7.7,579.0
ACADEMY OF CHAMPIONS SOCCER,2009-11-03,,,,SOCCER,WII,UBISOFT VANCOUVER,UBISOFT,RATED E FOR EVERYONE,0.0,0.0
ACAN'S CALL: ACT 1,2016-08-11,,3.0,,,,,,,,
ACCEL WORLD VS SWORD ART ONLINE MILLENNIUM TWILIGHT,2017-07-07,,,,ACTION RPG,PC,ARTDINK,BANDAI NAMCO GAMES,RATED T FOR TEEN,6.0,21.0
ACCELERATION OF SUGURI 2,2018-03-07,,58.0,,,,,,,,
ACCELERATION OF SUGURI X-EDITION HD,2014-07-01,,7.0,,,,,,,,
ACCELERATION OF SUGURI XEDITION,2011-02-15,,,,2D FIGHTING,PLAYSTATION 3,ROCKIN' ANDROID,SONY ONLINE ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,5.5,13.0
ACCESS DENIED,2016-12-16,,20.0,,,,,,,,
ACCIDENT: THE PILOT,2020-07-16,,2.0,,,,,,,,
ACCOUNTING,2016-10-18,,38.0,,,,,,,,
ACCOUNTING+,2017-12-19,,45.0,74.0,,,,,,,
ACDC LIVE ROCK BAND TRACK PACK,2008-11-02,,,,RHYTHM,PLAYSTATION 3,HARMONIX MUSIC SYSTEMS,MTV GAMES,RATED T FOR TEEN,5.0,9.0
ACE - ARENA: CYBER EVOLUTION,2014-08-18,,43.0,,,,,,,,
ACE ANGLER FISHING SPIRITS,2022-10-28,,,,FISHING,NINTENDO SWITCH,RACJIN,BANDAI NAMCO GAMES,RATED T FOR TEEN,0.0,0.0
ACE ATTORNEY INVESTIGATIONS - MILES EDGEWORTH,2009-05-28,TEEN,75.0,78.0,,,,,,,
ACE ATTORNEY INVESTIGATIONS MILES EDGEWORTH,2010-02-16,,,,VISUAL NOVEL,DS,CAPCOM,CAPCOM,RATED T FOR TEEN,8.0,109.0
ACE BANANA,2016-10-13,,,,ACTION,PLAYSTATION 4,TVR,OASIS GAMES,RATED E +10 FOR EVERYONE +10,4.2,18.0
ACE COMBAT 04 SHATTERED SKIES,2001-11-01,,,,AIRCRAFT COMBAT SIM,PLAYSTATION 2,PROJECT ACES,NAMCO,RATED E FOR EVERYONE,8.4,107.0
ACE COMBAT 2,1997-07-31,,,,AIRCRAFT COMBAT SIM,PLAYSTATION,NAMCO,NAMCO,RATED T FOR TEEN,8.7,57.0
ACE COMBAT 5 THE UNSUNG WAR,2004-10-25,,,,AIRCRAFT COMBAT SIM,PLAYSTATION 2,PROJECT ACES,NAMCO,RATED T FOR TEEN,9.0,127.0
ACE COMBAT 6 FIRES OF LIBERATION,2007-10-23,,,,AIRCRAFT COMBAT SIM,XBOX 360,PROJECT ACES,NAMCO BANDAI GAMES,RATED T FOR TEEN,7.4,72.0
ACE COMBAT 6: FIRES OF LIBERATION,2007-10-23,TEEN,47.0,80.0,,,,,,,
ACE COMBAT 7 SKIES UNKNOWN,2019-01-18,,,,AIRCRAFT COMBAT SIM,PLAYSTATION 4,PROJECT ACES,BANDAI NAMCO GAMES,RATED T FOR TEEN,7.9,428.0
ACE COMBAT 7: SKIES UNKNOWN,2019-01-18,TEEN,271.0,79.0,,,,,,,
ACE COMBAT ADVANCE,2005-02-23,,,,TOP-DOWN SHOOT-'EM-UP,GAME BOY ADVANCE,HUMAN SOFT,NAMCO,RATED E FOR EVERYONE,0.0,0.0
ACE COMBAT ASSAULT HORIZON,2011-10-11,,,,AIRCRAFT COMBAT SIM,XBOX 360,PROJECT ACES,NAMCO BANDAI GAMES,RATED T FOR TEEN,6.1,95.0
ACE COMBAT ASSAULT HORIZON - ENHANCED EDITION,2013-01-24,,88.0,77.0,,,,,,,
ACE COMBAT ASSAULT HORIZON ENHANCED EDITION,2013-01-24,,,,AIRCRAFT COMBAT SIM,PC,QLOC,NAMCO BANDAI GAMES,RATED T FOR TEEN,5.9,191.0
ACE COMBAT ASSAULT HORIZON LEGACY,2011-11-15,,,,AIRCRAFT COMBAT SIM,3DS,PROJECT ACES,NAMCO BANDAI GAMES,RATED T FOR TEEN,7.4,31.0
ACE COMBAT ASSAULT HORIZON LEGACY+,2015-02-10,,,,AIRCRAFT COMBAT SIM,3DS,PROJECT ACES,BANDAI NAMCO GAMES,RATED T FOR TEEN,5.9,17.0
ACE COMBAT INFINITY,2014-05-20,TEEN,42.0,,,,,,,,
ACE COMBAT INFINITY,2014-05-27,,,,AIRCRAFT COMBAT SIM,PLAYSTATION 3,PROJECT ACES,NAMCO BANDAI GAMES,RATED T FOR TEEN,5.7,69.0
ACE COMBAT JOINT ASSAULT,2010-08-31,,,,AIRCRAFT COMBAT SIM,PSP,PROJECT ACES,NAMCO BANDAI GAMES,RATED T FOR TEEN,7.1,23.0
ACE COMBAT X SKIES OF DECEPTION,2006-10-23,,,,AIRCRAFT COMBAT SIM,PSP,PROJECT ACES,NAMCO BANDAI GAMES,RATED T FOR TEEN,8.0,36.0
ACE COMBAT XI SKIES OF INCURSION,2009-12-03,,,,AIRCRAFT COMBAT SIM,IOS (IPHONE/IPAD),PROJECT ACES,NAMCO NETWORKS AMERICA,,0.0,0.0
ACE COMBAT ZERO THE BELKAN WAR,2006-04-25,,,,AIRCRAFT COMBAT SIM,PLAYSTATION 2,PROJECT ACES,NAMCO,RATED T FOR TEEN,8.9,53.0
ACE COMBAT: ASSAULT HORIZON,2011-10-11,,40.0,,,,,,,,
ACE OF SEAFOOD,2016-04-08,TEEN,10.0,,,,,,,,
ACE OF SPADES,2012-12-12,,32.0,,,,,,,,
ACE OF SPADES BATTLE BUILDER,2012-12-12,,,,ACTION,PC,JAGEX GAMES STUDIO,JAGEX GAMES STUDIO,,5.2,498.0
ACE OF SPADES: BATTLE BUILDER,2012-12-12,,133.0,,,,,,,,
ACE OF WORDS,2015-12-26,EVERYONE 10+,29.0,,,,,,,,
ACES OF THE GALAXY,2008-06-04,,,,THIRD PERSON SHOOTER,XBOX 360,ARTECH STUDIOS,SIERRA ONLINE,RATED E +10 FOR EVERYONE +10,5.8,8.0
ACES OF THE LUFTWAFFE,2013-02-14,EVERYONE 10+,8.0,,,,,,,,
ACES OF THE LUFTWAFFE SQUADRON,2017-11-17,,,,VERTICAL SHOOT-'EM-UP,NINTENDO SWITCH,HANDYGAMES,HANDYGAMES,RATED E +10 FOR EVERYONE +10,6.6,10.0
ACES WILD: MANIC BRAWLING ACTION!,2014-01-31,,7.0,,,,,,,,
ACHIEVEMENT CLICKER,2017-11-17,,12.0,,,,,,,,
ACHIEVEMENTS PRINTER PART 1,2018-03-02,,12.0,,,,,,,,
ACHILLES LEGENDS UNTOLD,2023-11-02,,,,ACTION RPG,PC,DARK POINT GAMES,DARK POINT GAMES,RATED T FOR TEEN,6.4,15.0
ACHRON,2011-08-29,,,,REAL-TIME STRATEGY,PC,HAZARDOUS SOFTWARE,HAZARDOUS SOFTWARE,,7.3,19.0
ACORN TACTICS,2017-12-07,,,,TURN-BASED TACTICS,NINTENDO SWITCH,TACS GAMES,TACS GAMES,RATED E +10 FOR EVERYONE +10,0.0,0.0
ACROSS AGE,2010-02-11,,,,ACTION RPG,IOS (IPHONE/IPAD),FDG ENTERTAINMENT,FDG ENTERTAINMENT,,0.0,0.0
ACROSS AGE 2,2014-01-16,,,,RPG,IOS (IPHONE/IPAD),FDG ENTERTAINMENT,FDG ENTERTAINMENT,,0.0,0.0
ACROSS THE OBELISK,2021-04-08,,19.0,,,,,,,,
ACT OF AGGRESSION,2015-09-02,,,,REAL-TIME STRATEGY,PC,EUGEN SYSTEMS,FOCUS HOME INTERACTIVE,,7.1,98.0
ACT OF AGGRESSION - REBOOT EDITION,2015-09-02,,11.0,71.0,,,,,,,
ACT OF WAR DIRECT ACTION,2005-03-15,,,,REAL-TIME STRATEGY,PC,EUGEN SYSTEMS,ATARI SA,RATED T FOR TEEN,8.1,49.0
ACT OF WAR HIGH TREASON,2006-05-30,,,,REAL-TIME STRATEGY,PC,EUGEN SYSTEMS,ATARI SA,RATED T FOR TEEN,6.7,21.0
ACT OF WAR: DIRECT ACTION,2004-01-01,,15.0,82.0,,,,,,,
ACT OF WAR: HIGH TREASON,2008-03-12,,8.0,74.0,,,,,,,
ACTING LESSONS,2018-12-09,,30.0,,,,,,,,
ACTION ALIEN,2015-06-26,,8.0,,,,,,,,
ACTION BASS,2000-07-14,,,,FISHING,PLAYSTATION,VINGT-ET-UN SYSTEMS,TAKE-TWO INTERACTIVE,RATED E FOR EVERYONE,0.0,0.0
ACTION HENK,2015-05-11,,35.0,74.0,,,,,,,
ACTION HENK,2015-05-11,,35.0,74.0,,,,,,,
ACTION HENK,2016-03-04,,,,2D PLATFORMER,PC,RAGESQUID,RAGESQUID,RATED E FOR EVERYONE,0.0,0.0
ACTION TAIMANIN,2020-10-05,TEEN,11.0,,,,,,,,
ACTIVE LIFE EXTREME CHALLENGE,2009-08-11,,,,SPORTS,WII,TOSE,NAMCO BANDAI GAMES,RATED E FOR EVERYONE,0.0,0.0
ACTIVE SOCCER 2 DX,2016-03-30,,,,SOCCER,IOS (IPHONE/IPAD),THE FOX SOFTWARE,THE FOX SOFTWARE,RATED E FOR EVERYONE,6.9,15.0
ACTIVISION ANTHOLOGY,2002-11-19,,,,COMPILATION,PLAYSTATION 2,CONTRABAND ENTERTAINMENT,ACTIVISION,RATED E FOR EVERYONE,7.3,7.0
ACTIVISION HITS REMIXED,2006-11-08,,,,COMPILATION,PSP,DIGITAL ECLIPSE,ACTIVISION,RATED E FOR EVERYONE,6.6,9.0
ACTRAISER RENAISSANCE,2021-09-23,,,,ACTION ADVENTURE,NINTENDO SWITCH,SONIC POWERED,SQUARE ENIX,RATED E +10 FOR EVERYONE +10,7.8,26.0
ACTUAL SUNLIGHT,2014-04-03,,47.0,77.0,,,,,,,
ACTUAL SUNLIGHT,2015-08-11,,,,ADVENTURE,PC,WZO GAMES,WZO GAMES,RATED M FOR MATURE,6.3,32.0
AD INFINITUM,2023-09-14,,,,SURVIVAL,PC,HEKATE,NACON,RATED M FOR MATURE,5.5,11.0
ADAM AND EVE: THE GAME - CHAPTER 1,2016-02-26,,4.0,,,,,,,,
ADAM WOLFE,2016-10-07,,18.0,,,,,,,,
ADAM'S VENTURE CHRONICLES,2014-02-04,,,,ACTION,PLAYSTATION 3,VERTIGO GAMES,PLAYLOGIC,RATED E FOR EVERYONE,5.7,9.0
ADAM'S VENTURE CHRONICLES,2015-08-03,,13.0,,,,,,,,
ADAM'S VENTURE ORIGINS,2016-04-01,,,,LINEAR ACTION ADVENTURE,PC,ENGINE SOFTWARE,SOEDESCO,RATED E FOR EVERYONE,5.3,46.0
ADAM'S VENTURE: ORIGINS,2016-04-01,EVERYONE,18.0,,,,,,,,
ADERA,2012-08-01,,35.0,,,,,,,,
ADIOS,2021-03-16,,,,FIRST-PERSON ADVENTURE,PC,MISCHIEF,MISCHIEF,,6.3,45.0
ADIOS,2021-03-17,,31.0,78.0,,,,,,,
ADOLESCENT SANTA CLAUS,2018-06-30,,4.0,,,,,,,,
ADOM (ANCIENT DOMAINS OF MYSTERY),1994-01-01,,33.0,,,,,,,,
ADORABLES,2016-03-30,,15.0,,,,,,,,
ADORE,2023-08-03,,,,TRAINER RPG,PC,CADABRA GAMES,QUBYTE INTERACTIVE,RATED E +10 FOR EVERYONE +10,0.0,0.0
ADR1FT,2016-03-28,,87.0,64.0,,,,,,,
ADR1FT,2016-03-28,,,,SURVIVAL,PC,THREE ONE ZERO,505 GAMES,RATED T FOR TEEN,5.4,58.0
ADRENALIN MISFITS,2010-11-04,,,,SKIING,XBOX 360,KONAMI,KONAMI,RATED E FOR EVERYONE,8.3,0.0
ADVANCE GUARDIAN HEROES,2004-09-14,,,,2D BEAT-'EM-UP,GAME BOY ADVANCE,TREASURE,UBISOFT,RATED E FOR EVERYONE,0.0,0.0
ADVANCE WARS,2001-09-09,,,,TURN-BASED TACTICS,GAME BOY ADVANCE,INTELLIGENT SYSTEMS,NINTENDO,RATED E FOR EVERYONE,8.7,147.0
ADVANCE WARS,2001-09-10,EVERYONE,78.0,,,,,,,,
ADVANCE WARS 1 + 2 REBOOT CAMP,2023-04-21,,,,TURN-BASED TACTICS,NINTENDO SWITCH,WAYFORWARD,NINTENDO,,8.1,126.0
ADVANCE WARS 2 BLACK HOLE RISING,2003-06-24,,,,TURN-BASED TACTICS,GAME BOY ADVANCE,INTELLIGENT SYSTEMS,NINTENDO,RATED E FOR EVERYONE,8.2,86.0
ADVANCE WARS DAYS OF RUIN,2008-01-21,,,,TURN-BASED TACTICS,DS,INTELLIGENT SYSTEMS,NINTENDO,RATED E +10 FOR EVERYONE +10,8.4,87.0
ADVANCE WARS DUAL STRIKE,2005-08-22,,,,TURN-BASED TACTICS,DS,INTELLIGENT SYSTEMS,NINTENDO,RATED E FOR EVERYONE,8.5,136.0
ADVENT,2015-05-15,,0.0,,,,,,,,
ADVENT RISING,2005-05-31,,,,ACTION ADVENTURE,PC,GLYPHX GAMES,MAJESCO,RATED T FOR TEEN,8.0,9.0
ADVENT RISING,2005-08-08,MATURE,56.0,70.0,,,,,,,
ADVENTURE BAR STORY,2012-03-08,,,,JRPG,IOS (IPHONE/IPAD),RIDEONJAPAN,RIDEONJAPAN,,0.0,0.0
ADVENTURE CAPITALIST,2015-02-19,,451.0,,,,,,,,
ADVENTURE COMMUNIST,2016-08-23,,52.0,,,,,,,,
ADVENTURE ISLAND (1986),1986-09-12,EVERYONE,88.0,,,,,,,,
ADVENTURE ISLAND THE BEGINNING,2009-05-25,,,,2D PLATFORMER,WII,HUDSON,HUDSON ENTERTAINMENT,RATED E FOR EVERYONE,0.0,0.0
ADVENTURE PINBALL FORGOTTEN ISLAND,2001-03-21,,,,PINBALL,PC,DIGITAL EXTREMES,ELECTRONIC ARTS,RATED E FOR EVERYONE,7.3,7.0
ADVENTURE POP,2017-01-31,EVERYONE 10+,28.0,,,,,,,,
ADVENTURE TIME EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,2013-11-19,,,,ACTION ADVENTURE,XBOX 360,WAYFORWARD,D3PUBLISHER,RATED E +10 FOR EVERYONE +10,4.0,20.0
ADVENTURE TIME FINN & JAKE INVESTIGATIONS,2015-10-20,,,,THIRD-PERSON ADVENTURE,WII U,VICIOUS CYCLE,LITTLE ORBIT,RATED E +10 FOR EVERYONE +10,6.0,13.0
ADVENTURE TIME HEY ICE KING! WHY'D YOU STEAL OUR GARBAGE?!!,2012-11-13,,,,OPEN-WORLD ACTION,DS,WAYFORWARD,D3PUBLISHER,RATED E +10 FOR EVERYONE +10,7.2,67.0
ADVENTURE TIME PIRATES OF THE ENCHIRIDION,2018-07-17,,,,JRPG,XBOX ONE,CLIMAX STUDIOS,OUTRIGHT GAMES,RATED E +10 FOR EVERYONE +10,6.3,36.0
ADVENTURE TIME: FINN AND JAKE INVESTIGATIONS,2015-10-20,EVERYONE 10+,29.0,,,,,,,,
ADVENTURE TIME: PIRATES OF THE ENCHIRIDION,2018-07-17,EVERYONE 10+,66.0,59.0,,,,,,,
ADVENTURE TIME: THE SECRET OF THE NAMELESS KINGDOM,2014-11-18,EVERYONE 10+,15.0,,,,,,,,
ADVENTUREQUEST 3D,2016-10-19,,41.0,,,,,,,,
ADVENTURER MANAGER,2014-12-04,,11.0,,,,,,,,
ADVENTURES OF BERTRAM FIDDLE: EPISODE 1: A DREADLY BUSINESS,2014-12-11,,17.0,,,,,,,,
ADVENTURES OF MANA,2016-06-28,,,,ACTION RPG,PLAYSTATION VITA,MCF,SQUARE ENIX,RATED E +10 FOR EVERYONE +10,8.1,25.0
ADVENTURES OF PIP,2015-06-04,,10.0,72.0,,,,,,,
ADVENTURES OF ROBINSON CRUSOE,2015-01-09,,5.0,,,,,,,,
ADVENTURES OF SHERLOCK HOLMES: THE MYSTERY OF THE PERSIAN CARPET,2008-06-20,,20.0,,,,,,,,
ADVENTURES ON THE POLLUTED ISLANDS,2017-02-17,,2.0,,,,,,,,
